register_id,name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
?99400603037,"Parada de taxis * Jard Reina Victòria, 9998",278459,Jard Reina Victòria,9998,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430444.441,4582303.606,41.38925669,2.168047206
?99400603043,"Parada de taxis * C Ganduxer, 38",139805,C Ganduxer,38,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427913.5755,4582954.906,41.39489986,2.137701282
?99400603044,"Parada de taxis * C Jacinto Benavente, 2",164303,C Jacinto Benavente,2,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427699.0755,4582941.509,41.39475994,2.135137311
?99400603047,"Parada de taxis * Av Diagonal, 660",144601,Av Diagonal,660,,19,les Corts,4,Les Corts,8034,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427307.8515,4582367.505,41.38955486,2.130526902
?99400603051,"Parada de taxis * Pl Virrei Amat, 9",366501,Pl Virrei Amat,9,,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8016,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431072.451,4586849.968,41.43025829,2.175040205
?99400603219,"Parada de taxis * C Cartagena, 349",68900,C Cartagena,349,,33,el Baix Guinardó,7,Horta-Guinardó,8025,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430833.4267,4584903.485,41.41270649,2.172402348
?99400603220,"Parada de taxis * Pl Pius XII, 9999",244300,Pl Pius XII,9999,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426665.3268,4582048.954,41.38662749,2.122881068
?99400603223,"Parada de taxis * Moll Costa, 1",540813,Moll Costa,1,,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8039,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430950.6957,4579447.88,41.36357961,2.174427221
?99400603134,"Parada de taxis * C Dos de Maig, 314",105304,C Dos de Maig,314,,64,el Camp de l'Arpa del Clot,10,Sant Martí,8025,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431185.3843,4584711.91,41.41101125,2.17663499
?99400603138,"Parada de taxis * C Esteve Terradas, 50",116901,C Esteve Terradas,50,,28,Vallcarca i els Penitents,6,Gràcia,8023,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427998.9091,4585236.93,41.41546074,2.138450465
?99400603145,"Parada de taxis * C Llacuna, 22",183603,C Llacuna,22,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433270.6953,4583374.324,41.39913981,2.201730787
?99400603150,"Parada de taxis * C Galileu, 2",138802,C Galileu,2,,18,Sants,3,Sants-Montjuïc,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427768.3533,4580877.2,41.37617375,2.13621203
?99400603152,"Parada de taxis * C Provença, 257",268003,C Provença,257,,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429874.3024,4582898.199,41.39456248,2.161159643
?99400603157,"Parada de taxis * Via Augusta, 286",28000,Via Augusta,286,,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427236.715,4583287.295,41.39783259,2.129565619
?99400603162,"Parada de taxis * C Bruc, 52",49509,C Bruc,52,,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430758.8559,4582682.406,41.39269555,2.171764235
?99400603166,"Parada de taxis * C Pi i Margall, 85",144306,C Pi i Margall,85,,33,el Baix Guinardó,7,Horta-Guinardó,8024,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430155.6663,4584695.755,41.41077693,2.164317556
?99400603168,"Parada de taxis * C Gran de Gràcia, 247",206403,C Gran de Gràcia,247,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428990.3207,4584159.54,41.40584534,2.150438658
?99400603171,"Parada de taxis * C Mallorca, 24",191204,C Mallorca,24,,15,Hostafrancs,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428364.8144,4581228.884,41.37939455,2.143302524
?99400603180,"Parada de taxis * Trav Gràcia, 18",344101,Trav Gràcia,18,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428652.0263,4582863.872,41.39414581,2.14654442
?99400603188,"Parada de taxis * Via Laietana, 36",177101,Via Laietana,36,,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431165.1481,4581905.068,41.38572918,2.176711997
?99400603190,"Parada de taxis * Av Rio de Janeiro, 83",282650,Av Rio de Janeiro,83,,52,la Prosperitat,8,Nou Barris,8016,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431671.4509,4587893.558,41.43970872,2.182090645
?99400603237,"Parada de taxis * C Sant Antoni Maria Claret, 204",297001,C Sant Antoni Maria Claret,204,,6,la Sagrada Família,2,Eixample,8025,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430933.6568,4584669.082,41.41060392,2.173628266
?99400603239,"Parada de taxis * C Ganduxer, 14",139805,C Ganduxer,14,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428010.2426,4582706.541,41.3926716,2.138887013
?99400603242,"Parada de taxis * C Viladomat, 297",361406,C Viladomat,297,,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428545.1275,4582266.995,41.38876047,2.145336263
?99400603244,"Parada de taxis * Pl Doctor Modrego, 9999",102907,Pl Doctor Modrego,9999,,62,el Congrés i els Indians,9,Sant Andreu,8027,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431525.1877,4586311.192,41.42544446,2.180519277
?99400603252,"Parada de taxis * C Capità Arenas, 59",62507,C Capità Arenas,59,,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426818.6601,4582839.174,41.39375862,2.124619332
?99400603253,"Parada de taxis * Pg Andreu Nin, 22",700021,Pg Andreu Nin,22,,45,Porta,8,Nou Barris,8016,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431651.3632,4587426.078,41.43549658,2.181903091
?99400602994,"Parada de taxis * C Equador, 8",107004,C Equador,8,,18,Sants,3,Sants-Montjuïc,8029,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428241.9045,4581828.222,41.38478161,2.141761808
?99400602995,"Parada de taxis * Viad Vallcarca, 15",358300,Viad Vallcarca,15,,28,Vallcarca i els Penitents,6,Gràcia,8023,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428501.2233,4584994.249,41.41331987,2.144489084
?99400602996,"Parada de taxis * Pl Espanya, 5",114000,Pl Espanya,5,,15,Hostafrancs,3,Sants-Montjuïc,8014,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428786.6544,4580724.596,41.37489005,2.148406095
?99400603001,"Parada de taxis * C Pallars, 205",242906,C Pallars,205,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432958.4493,4583623.6,41.401359,2.197968197
?99400603264,"Parada de taxis * Moll Barcelona, 1",540416,Moll Barcelona,1,,1,el Raval,1,Ciutat Vella,8039,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431383.2863,4580432.178,41.37248191,2.179487505
?99400603265,"Parada de taxis * C Castillejos, 353",73900,C Castillejos,353,,33,el Baix Guinardó,7,Horta-Guinardó,8025,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430874.2623,4584662.728,41.41054158,2.172918415
?99400603266,"Parada de taxis * Av Marquès de l'Argentera, 6",198203,Av Marquès de l'Argentera,6,,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431875.1782,4581773.639,41.38460588,2.185218146
?99400603273,"Parada de taxis * C Joan Güell, 236",172403,C Joan Güell,236,,19,les Corts,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427155.911,4582157.981,41.38765402,2.128734934
?99400603274,"Parada de taxis * C Alí Bei, 73",9209,C Alí Bei,73,,5,el Fort Pienc,2,Eixample,8013,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431632.0323,4582876.475,41.39451818,2.182185898
?99400603086,"Parada de taxis * Av Meridiana, 424",209900,Av Meridiana,424,,60,Sant Andreu,9,Sant Andreu,8030,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431784.772,4587158.581,41.43309868,2.183529959
?99400603087,"Parada de taxis * C Mallorca, 663",191204,C Mallorca,663,,63,Navas,9,Sant Andreu,8027,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432298.9334,4585097.65,41.41458006,2.189914123
?99400603091,"Parada de taxis * Rbla Guipúscoa, 141",153205,Rbla Guipúscoa,141,,73,la Verneda i la Pau,10,Sant Martí,8020,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433582.0808,4585978.303,41.42261891,2.205169653
?99400603092,"Parada de taxis * Av Roma, 20",287201,Av Roma,20,,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428513.814,4581417.499,41.38110659,2.145061996
?99400603282,"Parada de taxis * Moll Adossat, 5",540074,Moll Adossat,5,,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8039,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431438.162,4579121.165,41.36067864,2.180291859
?99400603256,"Parada de taxis * C Lope de Vega, 141",180401,C Lope de Vega,141,,68,el Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433213.4897,4584173.457,41.40633264,2.200958343
?99400603262,"Parada de taxis * C Villarroel, 195",363809,C Villarroel,195,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429032.1417,4582345.401,41.38950976,2.151151584
?99400603263,"Parada de taxis * Av Vallcarca, 151",158107,Av Vallcarca,151,,28,Vallcarca i els Penitents,6,Gràcia,8023,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428375.0395,4585083.969,41.4141167,2.142968786
?99400603268,"Parada de taxis * C Numància, 177",231502,C Numància,177,,19,les Corts,4,Les Corts,8034,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427419.2714,4582443.134,41.39024608,2.13185039
?99400603270,"Parada de taxis * C Almogàvers, 125",11200,C Almogàvers,125,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432356.6342,4583227.245,41.39773874,2.19081353
?99400603278,"Parada de taxis * Av Joan XXIII, 26",244209,Av Joan XXIII,26,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426646.271,4581990.396,41.38609834,2.122660267
?99400603280,"Parada de taxis * Moll Adossat, 4",540074,Moll Adossat,4,,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8039,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431498.5764,4579236.389,41.36172157,2.181001076
?99400603122,"Parada de taxis * Av Marquès de l'Argentera, 6",198203,Av Marquès de l'Argentera,6,,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431876.9582,4581776.696,41.38463357,2.185239089
?99400603125,"Parada de taxis * Trav Gràcia, 212",344101,Trav Gràcia,212,,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429920.6238,4583898.322,41.40357428,2.161597917
?99400603127,"Parada de taxis * C Mirador del Palau Nacional, 2",700068,C Mirador del Palau Nacional,2,,11,el Poble-sec,3,Sants-Montjuïc,8038,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429075.2388,4580015.553,41.36852942,2.151939669
?99400603285,"Parada de taxis * C Padilla, 153",238400,C Padilla,153,,5,el Fort Pienc,2,Eixample,8013,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431983.6618,4583341.828,41.39873929,2.186339392
?99400603286,"Parada de taxis * C Marina, 2",197302,C Marina,2,,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432953.7417,4581978.938,41.38654557,2.198093966
?99400603133,"Parada de taxis * C Espronceda, 4",115603,C Espronceda,4,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433973.8654,4583602.217,41.40125043,2.210117044
?99400603142,"Parada de taxis * C Rosselló, 271",289105,C Rosselló,271,,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429885.6903,4583097.548,41.39635894,2.161272768
?99400603146,"Parada de taxis * Trav Corts, 154",343903,Trav Corts,154,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427019.3465,4581485.59,41.38158569,2.127182702
?99400603235,"Parada de taxis * C Balmes, 449",32700,C Balmes,449,,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427845.5818,4584621.189,41.40990128,2.136689415
?99400603240,"Parada de taxis * C Rambla, 44",34308,C Rambla,44,,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431000.9938,4581223.389,41.37957544,2.174826475
?99400603243,"Parada de taxis * C Diputació, 255",100800,C Diputació,255,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430274.9216,4582339.502,41.38956532,2.166015662
?99400603255,"Parada de taxis * C Marina, 16",197302,C Marina,16,,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432905.7411,4582027.496,41.38697892,2.197514533
?99400603207,"Parada de taxis * Pg Andreu Nin, 31",700021,Pg Andreu Nin,31,,45,Porta,8,Nou Barris,8016,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431646.4043,4587407.824,41.43533176,2.181845805
?99400603209,"Parada de taxis * C Ciutat d'Asunción, 35",80101,C Ciutat d'Asunción,35,,59,el Bon Pastor,9,Sant Andreu,8030,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,433183.6223,4587872.099,41.4396427,2.200192364
?99400603210,"Parada de taxis * Av Estadi, 47",116402,Av Estadi,47,,11,el Poble-sec,3,Sants-Montjuïc,8038,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429188.8757,4579756.491,41.36620614,2.153328556
?99400603213,"Parada de taxis * C Casanova, 158",70607,C Casanova,158,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429212.715,4582383.76,41.38987116,2.153306716
?99400603218,"Parada de taxis * C Enric Granados, 76",110304,C Enric Granados,76,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429457.7125,4582687.818,41.39263122,2.156201436
?99400603221,"Parada de taxis * C Balmes, 289",32700,C Balmes,289,,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428680.0349,4583686.957,41.4015615,2.146782468
?99400603010,"Parada de taxis * Av Estadi, 75",116402,Av Estadi,75,,11,el Poble-sec,3,Sants-Montjuïc,8038,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429738.6354,4579966.672,41.36814735,2.159876865
?99400603014,"Parada de taxis * C Àlaba, 75",4908,C Àlaba,75,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432515.9657,4583168.933,41.39722692,2.192725857
?99400603019,"Parada de taxis * C Tànger, 89",330107,C Tànger,89,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432503.0727,4583749.359,41.40245357,2.192506929
?99400603021,"Parada de taxis * C Muntaner, 212",223606,C Muntaner,212,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428980.9501,4582787.664,41.39348854,2.150487487
?99400603023,"Parada de taxis * C Còrsega, 376",90502,C Còrsega,376,,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430025.9898,4583400.663,41.39910122,2.162915869
?99400603027,"Parada de taxis * C Bruc, 40",49509,C Bruc,40,,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430890.8596,4582555.657,41.39156532,2.173357518
?99400603182,"Parada de taxis * Pl República, 10",186601,Pl República,10,,48,la Guineueta,8,Nou Barris,8042,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431033.1762,4587779.988,41.43863127,2.174464062
?99400603185,"Parada de taxis * Rbla Catalunya, 60",74506,Rbla Catalunya,60,,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430061.8727,4582536.284,41.39131918,2.163444914
?99400603200,"Parada de taxis * Av Joan XXIII, 2",244209,Av Joan XXIII,2,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426519.8463,4581473.776,41.38143382,2.121210999
?99400603203,"Parada de taxis * C València, 269",350308,C València,269,,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,430195.5303,4582849.54,41.39415218,2.165007373
?99400603205,"Parada de taxis * Av Diagonal, 593",144601,Av Diagonal,593,,19,les Corts,4,Les Corts,8014,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427348.8761,4582281.041,41.38877982,2.131027915
?99400603206,"Parada de taxis * C Sant Quintí, 122",310008,C Sant Quintí,122,,35,el Guinardó,7,Horta-Guinardó,8041,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,431038.6396,4585252.68,41.4158692,2.174817729
?99400603208,"Parada de taxis * C Tajo, 51",329505,C Tajo,51,,43,Horta,7,Horta-Guinardó,8032,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429924.3591,4586777.873,41.42950962,2.16130902
?99400603211,"Parada de taxis * C Sabino Arana, 21",285002,C Sabino Arana,21,,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,426840.8091,4581902.051,41.38532037,2.124997427
?99400603216,"Parada de taxis * Pl Francesc Macià, 8",55807,Pl Francesc Macià,8,,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,428498.3628,4582661.593,41.39231031,2.144730395
?99400603222,"Parada de taxis * Pg Joan Borbó Comte Barcelona, 11",224904,Pg Joan Borbó Comte Barcelona,11,,3,la Barceloneta,1,Ciutat Vella,8003,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,432037.1817,4581320.176,41.38053536,2.187206403
?99400603227,"Parada de taxis * C Manso, 15",192502,C Manso,15,,10,Sant Antoni,2,Eixample,8015,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,429722.0343,4580848.817,41.3760911,2.159576128
?99400603131,"Parada de taxis * C Doctor Roux, 75",103502,C Doctor Roux,75,,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,TRUE,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,6.5103E+13,427252.8588,4583329.175,41.39821125,2.129753687
